AGE,GENDER,CITY,FOOD_TYPE,JOB,STATE,AGE GROUP
23,M,Shimla,Punjabi,Government Job,Himachal Pradesh,Working
78,F,Gurgaon,North Indian,Data Scientist,Haryana,Senior Citizen
76,M,Rohtak,Lebanese,Bank,Haryana,Senior Citizen
55,F,Jodhpur,Street Food,Driver,Rajasthan,Working
28,F,Kargil,Chinese,Government Job,Jammu,Working
51,M,Rewari,Thai,Government Job,Haryana,Working
33,M,Ludhiana,Thai,Driver,Punjab,Working
16,F,Khannauj,Street Food,Teacher,Uttar Pradesh,Young
73,F,Udaipur,Punjabi,Software Engineer,Rajasthan,Senior Citizen
64,F,Dalhousie,Chinese,Service,Himachal Pradesh,Senior Citizen
88,F,Gurgaon,Italian,Government Job,Haryana,Senior Citizen
70,M,Hisar,Continental,Self Employed,Haryana,Senior Citizen
9,M,Patna,Mughlai,Bank,Bihar,Young
33,M,Alwar,Italian,Government Job,Rajasthan,Working
57,M,Alwar,Street Food,MNC,Rajasthan,Working
73,M,Patna,Chinese,Data Scientist,Bihar,Senior Citizen
41,M,Ludhiana,Thai,Service,Punjab,Working
22,M,Bareily,Thai,Self Employed,Uttar Pradesh,Working
13,F,Nainital,Chinese,Data Scientist,Uttarakhand,Young
79,M,Pittorgarh,Street Food,CA,Uttarakhand,Senior Citizen
20,F,Srinagar,Thai,Government Job,Jammu,Young
89,F,Khannauj,Continental,Service,Uttar Pradesh,Senior Citizen
80,M,Lucknow,Continental,CA,Uttar Pradesh,Senior Citizen
59,F,Kargil,North Indian,Data Scientist,Jammu,Working
29,M,Patiala,Continental,Teacher,Punjab,Working
85,M,Jammu,Chinese,Business,Jammu,Senior Citizen
83,F,Muzzafarpur,Mughlai,MNC,Bihar,Senior Citizen
59,F,Khajjar,Punjabi,Driver,Himachal Pradesh,Working
82,F,Una,Thai,MNC,Himachal Pradesh,Senior Citizen
99,F,Jaisalmer,Thai,Driver,Rajasthan,Senior Citizen
4,M,Bareily,Mughlai,Service,Uttar Pradesh,Young
19,M,Dras,Chinese,MNC,Jammu,Young
48,M,Faridabad,Lebanese,Driver,Haryana,Working
98,F,Agra,North Indian,CA,Uttar Pradesh,Senior Citizen
14,M,Abohar,Lebanese,CA,Punjab,Young
32,M,Ajmer,Continental,Driver,Rajasthan,Working
92,F,Meerut,Thai,Business,Uttar Pradesh,Senior Citizen
6,F,Gurgaon,Punjabi,Data Scientist,Haryana,Young
69,F,Rajgir,Thai,Business,Bihar,Senior Citizen
64,M,Kasauli,Street Food,Driver,Himachal Pradesh,Senior Citizen
40,F,Una,Continental,Bank,Himachal Pradesh,Working
31,F,Rajauri,Mughlai,MNC,Jammu,Working
72,F,Jodhpur,Mughlai,Business,Rajasthan,Senior Citizen
75,F,Delhi,Thai,Data Scientist,Union Territory,Senior Citizen
47,M,Amritsar,North Indian,Business,Punjab,Working
81,F,Baramulla,Continental,Driver,Jammu,Senior Citizen
77,M,Gurgaon,Lebanese,Self Employed,Haryana,Senior Citizen
52,F,Amritsar,Lebanese,Self Employed,Punjab,Working
56,F,Jaipur,Street Food,Software Engineer,Rajasthan,Working
68,F,Delhi,Chinese,Government Job,Union Territory,Senior Citizen
70,F,Bikaner,Lebanese,MNC,Rajasthan,Senior Citizen
2,M,Jalandhar,Mughlai,Driver,Punjab,Young
79,M,Abohar,Italian,Software Engineer,Punjab,Senior Citizen
92,F,Ambala,Italian,MNC,Haryana,Senior Citizen
13,M,Udaipur,Punjabi,Self Employed,Rajasthan,Young
93,M,Pittorgarh,Punjabi,Business,Uttarakhand,Senior Citizen
68,F,Patiala,Thai,Data Scientist,Punjab,Senior Citizen
39,F,Manali,Lebanese,Service,Himachal Pradesh,Working
32,F,Kullu,Continental,Government Job,Himachal Pradesh,Working
98,F,Rajauri,Chinese,Software Engineer,Jammu,Senior Citizen
75,F,Rajgir,Italian,Data Scientist,Bihar,Senior Citizen
96,F,Meerut,North Indian,Teacher,Uttar Pradesh,Senior Citizen
10,M,Ghaziabad,Italian,Government Job,Uttar Pradesh,Young
33,M,Gurgaon,Mughlai,Self Employed,Haryana,Working
58,M,Faridabad,Punjabi,Business,Haryana,Working
71,F,Noida,Continental,Teacher,Uttar Pradesh,Senior Citizen
80,M,Muzzafarpur,North Indian,Self Employed,Bihar,Senior Citizen
2,F,Una,Continental,Government Job,Himachal Pradesh,Young
22,F,Kargil,Mughlai,Self Employed,Jammu,Working
30,F,Bathinda,Italian,Driver,Punjab,Working
25,F,Dras,Italian,Service,Jammu,Working
16,M,Bikaner,Lebanese,Software Engineer,Rajasthan,Young
85,M,Dalhousie,Italian,Driver,Himachal Pradesh,Senior Citizen
84,M,Rajauri,Street Food,MNC,Jammu,Senior Citizen
28,M,Meerut,Continental,Service,Uttar Pradesh,Working
58,M,Jaipur,Street Food,Teacher,Rajasthan,Working
52,M,Ghaziabad,Italian,Business,Uttar Pradesh,Working
20,F,Agra,Punjabi,MNC,Uttar Pradesh,Young
32,M,Muzzafarpur,Continental,MNC,Bihar,Working
55,M,Alwar,Chinese,Self Employed,Rajasthan,Working
13,F,Abohar,Italian,CA,Punjab,Young
9,F,Udaipur,Continental,Data Scientist,Rajasthan,Young
34,F,Una,Thai,Self Employed,Himachal Pradesh,Working
75,M,Hisar,Chinese,Business,Haryana,Senior Citizen
75,F,Dharamshala,Thai,Self Employed,Himachal Pradesh,Senior Citizen
70,M,Shimla,Mughlai,Driver,Himachal Pradesh,Senior Citizen
38,F,Jaisalmer,Thai,Bank,Rajasthan,Working
72,F,Leh,Street Food,MNC,Jammu,Senior Citizen
95,M,Shimla,Chinese,Software Engineer,Himachal Pradesh,Senior Citizen
6,M,Kargil,Italian,Self Employed,Jammu,Young
20,M,Haridwar,Street Food,Business,Uttarakhand,Young
83,M,Agra,Street Food,Self Employed,Uttar Pradesh,Senior Citizen
74,M,Muzzafarpur,North Indian,CA,Bihar,Senior Citizen
3,M,Chittorgarh,Thai,Data Scientist,Rajasthan,Young
16,M,Rewari,Thai,CA,Haryana,Young
48,M,Gurgaon,Mughlai,CA,Haryana,Working
63,M,Shimla,Punjabi,Government Job,Himachal Pradesh,Senior Citizen
30,M,Kullu,Lebanese,Driver,Himachal Pradesh,Working
51,M,Dalhousie,Thai,Business,Himachal Pradesh,Working
50,M,Rajauri,Italian,Teacher,Jammu,Working
97,M,Jaipur,Street Food,MNC,Rajasthan,Senior Citizen
39,F,Kargil,Italian,CA,Jammu,Working
95,F,Rajgir,Mughlai,Teacher,Bihar,Senior Citizen
94,F,Pathankot,Chinese,Bank,Punjab,Senior Citizen
42,M,Darbhanga,Chinese,Service,Bihar,Working
21,M,Patna,Punjabi,Teacher,Bihar,Working
58,F,Bathinda,Street Food,Government Job,Punjab,Working
32,F,Rewari,Mughlai,MNC,Haryana,Working
35,M,Bodh Gaya,Thai,Teacher,Bihar,Working
69,M,Chittorgarh,Italian,Software Engineer,Rajasthan,Senior Citizen
30,M,Amritsar,Chinese,Government Job,Punjab,Working
64,F,Noida,Continental,Driver,Uttar Pradesh,Senior Citizen
33,M,Agra,Chinese,Self Employed,Uttar Pradesh,Working
28,F,Pathankot,Mughlai,Teacher,Punjab,Working
26,F,Patiala,Lebanese,MNC,Punjab,Working
57,F,Jaipur,North Indian,Government Job,Rajasthan,Working
49,F,Pathankot,Chinese,Business,Punjab,Working
93,F,Leh,North Indian,Driver,Jammu,Senior Citizen
53,F,Kathua,Continental,Self Employed,Jammu,Working
87,F,Lucknow,Street Food,Government Job,Uttar Pradesh,Senior Citizen
92,F,Rorkee,Thai,Teacher,Uttarakhand,Senior Citizen
13,F,Nainital,Continental,MNC,Uttarakhand,Young
26,M,Rorkee,Chinese,Software Engineer,Uttarakhand,Working
56,F,Dharamshala,Chinese,Data Scientist,Himachal Pradesh,Working
14,F,Kasauli,Thai,MNC,Himachal Pradesh,Young
23,M,Alwar,Lebanese,Government Job,Rajasthan,Working
45,M,Manali,Lebanese,Service,Himachal Pradesh,Working
58,F,Jaipur,Italian,Bank,Rajasthan,Working
66,F,Jodhpur,Thai,Government Job,Rajasthan,Senior Citizen
55,F,Pathankot,North Indian,Teacher,Punjab,Working
83,F,Jammu,Punjabi,CA,Jammu,Senior Citizen
38,M,Srinagar,Mughlai,Business,Jammu,Working
59,M,Rohtak,Thai,Business,Haryana,Working
53,F,Jammu,Chinese,Government Job,Jammu,Working
44,M,Bhilwara,Mughlai,Software Engineer,Rajasthan,Working
11,F,Faridabad,Punjabi,CA,Haryana,Young
64,F,Meerut,Chinese,Business,Uttar Pradesh,Senior Citizen
57,F,Jaisalmer,Chinese,Bank,Rajasthan,Working
19,M,Amritsar,Punjabi,Data Scientist,Punjab,Young
93,M,Bodh Gaya,Punjabi,Self Employed,Bihar,Senior Citizen
32,F,Kasauli,Mughlai,Driver,Himachal Pradesh,Working
72,F,Una,Mughlai,Driver,Himachal Pradesh,Senior Citizen
71,F,Khannauj,Mughlai,Business,Uttar Pradesh,Senior Citizen
93,F,Bareily,North Indian,Service,Uttar Pradesh,Senior Citizen
45,M,Jalandhar,Street Food,Service,Punjab,Working
56,F,Pittorgarh,Lebanese,Service,Uttarakhand,Working
1,F,Jalandhar,Continental,Driver,Punjab,Young
26,F,Faridkot,North Indian,Self Employed,Punjab,Working
81,F,Rewari,Street Food,Bank,Haryana,Senior Citizen
10,F,Ludhiana,Chinese,Service,Punjab,Young
49,M,Mussoorie,Thai,Teacher,Uttarakhand,Working
35,M,Khannauj,Thai,Government Job,Uttar Pradesh,Working
40,M,Dras,Italian,Bank,Jammu,Working
79,M,Khannauj,Continental,MNC,Uttar Pradesh,Senior Citizen
21,F,Buxar,North Indian,Service,Bihar,Working
51,M,Jaipur,North Indian,Government Job,Rajasthan,Working
98,M,Muzzafarpur,Street Food,Teacher,Bihar,Senior Citizen
27,M,Udaipur,Thai,Service,Rajasthan,Working
1,F,Rewari,Lebanese,Software Engineer,Haryana,Young
45,M,Lucknow,North Indian,Service,Uttar Pradesh,Working
31,M,Chandigarh,Punjabi,Government Job,Union Territory,Working
42,M,Ghaziabad,Chinese,Service,Uttar Pradesh,Working
38,F,Muzzafarpur,Punjabi,Government Job,Bihar,Working
10,M,Abohar,Italian,Self Employed,Punjab,Young
19,M,Rajauri,Continental,Bank,Jammu,Young
44,M,Dras,Street Food,Service,Jammu,Working
56,M,Bhilwara,Mughlai,Driver,Rajasthan,Working
88,F,Leh,North Indian,Data Scientist,Jammu,Senior Citizen
23,F,Jalandhar,Italian,Driver,Punjab,Working
10,F,Jalandhar,Thai,CA,Punjab,Young
96,F,Kasauli,Continental,Self Employed,Himachal Pradesh,Senior Citizen
95,M,Rajauri,Thai,CA,Jammu,Senior Citizen
78,F,Kathua,Continental,Driver,Jammu,Senior Citizen
59,F,Dharamshala,Italian,Self Employed,Himachal Pradesh,Working
33,F,Khajjar,North Indian,Software Engineer,Himachal Pradesh,Working
95,M,Baramulla,Chinese,Government Job,Jammu,Senior Citizen
10,M,Rohtak,Continental,Data Scientist,Haryana,Young
90,F,Shimla,Street Food,Data Scientist,Himachal Pradesh,Senior Citizen
19,M,Bhilwara,Italian,MNC,Rajasthan,Young
79,F,Patna,North Indian,Software Engineer,Bihar,Senior Citizen
70,M,Kasauli,Italian,Government Job,Himachal Pradesh,Senior Citizen
63,F,Dalhousie,Mughlai,Bank,Himachal Pradesh,Senior Citizen
44,M,Jammu,Punjabi,Self Employed,Jammu,Working
63,F,Khajjar,Italian,Driver,Himachal Pradesh,Senior Citizen
61,F,Gulmarg,Chinese,CA,Jammu,Senior Citizen
23,M,Hisar,Mughlai,Driver,Haryana,Working
25,M,Rajgir,Mughlai,Government Job,Bihar,Working
64,F,Alwar,Italian,MNC,Rajasthan,Senior Citizen
4,F,Gulmarg,Continental,MNC,Jammu,Young
75,M,Jaipur,Thai,MNC,Rajasthan,Senior Citizen
86,M,Delhi,Street Food,CA,Union Territory,Senior Citizen
96,F,Darbhanga,North Indian,Driver,Bihar,Senior Citizen
25,M,Patna,Street Food,Driver,Bihar,Working
90,M,Patna,Chinese,Software Engineer,Bihar,Senior Citizen
28,M,Rohtak,Punjabi,Data Scientist,Haryana,Working
59,M,Pittorgarh,Continental,Driver,Uttarakhand,Working
36,F,Rorkee,Thai,Bank,Uttarakhand,Working
39,M,Kullu,Street Food,Self Employed,Himachal Pradesh,Working
82,M,Rajauri,Lebanese,Government Job,Jammu,Senior Citizen
94,M,Ambala,Mughlai,Self Employed,Haryana,Senior Citizen
79,F,Nainital,Continental,CA,Uttarakhand,Senior Citizen
69,M,Rewari,North Indian,Driver,Haryana,Senior Citizen
38,F,Udaipur,Punjabi,Self Employed,Rajasthan,Working
92,M,Delhi,Italian,Bank,Union Territory,Senior Citizen
3,F,Shimla,Street Food,Teacher,Himachal Pradesh,Young
37,M,Udaipur,North Indian,Data Scientist,Rajasthan,Working
57,M,Noida,Punjabi,Bank,Uttar Pradesh,Working
78,F,Gurgaon,Chinese,Business,Haryana,Senior Citizen
16,M,Faridkot,Italian,Driver,Punjab,Young
99,F,Buxar,Continental,Bank,Bihar,Senior Citizen
32,M,Manali,Italian,Teacher,Himachal Pradesh,Working
6,M,Una,Punjabi,Driver,Himachal Pradesh,Young
23,M,Shimla,Italian,Service,Himachal Pradesh,Working
93,M,Nainital,Lebanese,Teacher,Uttarakhand,Senior Citizen
83,F,Lucknow,Italian,Software Engineer,Uttar Pradesh,Senior Citizen
80,M,Pathankot,Street Food,Business,Punjab,Senior Citizen
40,M,Pathankot,Punjabi,Teacher,Punjab,Working
84,F,Jalandhar,Lebanese,Self Employed,Punjab,Senior Citizen
45,M,Pittorgarh,Street Food,Software Engineer,Uttarakhand,Working
76,M,Patna,Thai,Software Engineer,Bihar,Senior Citizen
64,M,Amritsar,Street Food,CA,Punjab,Senior Citizen
42,F,Jodhpur,Street Food,Driver,Rajasthan,Working
9,M,Kargil,Punjabi,Government Job,Jammu,Young
64,M,Jaipur,Street Food,MNC,Rajasthan,Senior Citizen
48,F,Bhilwara,Continental,MNC,Rajasthan,Working
11,M,Ambala,North Indian,MNC,Haryana,Young
96,F,Gurgaon,Continental,CA,Haryana,Senior Citizen
43,M,Rishikesh,North Indian,Business,Uttarakhand,Working
81,M,Nainital,Italian,Teacher,Uttarakhand,Senior Citizen
83,F,Rishikesh,Chinese,Data Scientist,Uttarakhand,Senior Citizen
51,M,Rajauri,Mughlai,Government Job,Jammu,Working
41,M,Rewari,Italian,Teacher,Haryana,Working
22,F,Mussoorie,Street Food,Service,Uttarakhand,Working
1,F,Bikaner,Chinese,Self Employed,Rajasthan,Young
36,F,Patiala,North Indian,Business,Punjab,Working
55,M,Amritsar,Punjabi,Driver,Punjab,Working
70,F,Bhilwara,Mughlai,Driver,Rajasthan,Senior Citizen
5,F,Faridkot,Lebanese,Software Engineer,Punjab,Young
61,F,Kargil,Italian,Government Job,Jammu,Senior Citizen
60,F,Rajgir,Street Food,Business,Bihar,Working
82,M,Nainital,Continental,Data Scientist,Uttarakhand,Senior Citizen
77,F,Alwar,Continental,CA,Rajasthan,Senior Citizen
25,M,Meerut,Mughlai,Data Scientist,Uttar Pradesh,Working
38,M,Jalandhar,Chinese,Self Employed,Punjab,Working
44,M,Nainital,Continental,Bank,Uttarakhand,Working
33,F,Nainital,North Indian,Driver,Uttarakhand,Working
41,F,Kullu,Punjabi,Software Engineer,Himachal Pradesh,Working
68,M,Gulmarg,Thai,Self Employed,Jammu,Senior Citizen
91,M,Jaipur,Thai,Self Employed,Rajasthan,Senior Citizen
49,M,Amritsar,Mughlai,Service,Punjab,Working
24,M,Chandigarh,Continental,Driver,Union Territory,Working
46,M,Bodh Gaya,Street Food,Software Engineer,Bihar,Working
74,F,Ambala,Chinese,Service,Haryana,Senior Citizen
92,M,Agra,Thai,Government Job,Uttar Pradesh,Senior Citizen
61,M,Bareily,North Indian,Driver,Uttar Pradesh,Senior Citizen
89,F,Varanasi,Mughlai,Data Scientist,Uttar Pradesh,Senior Citizen
56,M,Srinagar,North Indian,Data Scientist,Jammu,Working
81,F,Amritsar,Thai,Government Job,Punjab,Senior Citizen
22,M,Rajauri,Italian,Software Engineer,Jammu,Working
50,M,Patiala,North Indian,Self Employed,Punjab,Working
80,M,Kathua,Lebanese,MNC,Jammu,Senior Citizen
60,F,Faridabad,Street Food,MNC,Haryana,Working
25,F,Meerut,Chinese,Data Scientist,Uttar Pradesh,Working
61,M,Khajjar,Mughlai,Service,Himachal Pradesh,Senior Citizen
31,F,Ghaziabad,Punjabi,Driver,Uttar Pradesh,Working
38,F,Ambala,Street Food,Government Job,Haryana,Working
14,F,Rishikesh,Mughlai,Service,Uttarakhand,Young
86,M,Dharamshala,North Indian,Teacher,Himachal Pradesh,Senior Citizen
44,F,Nainital,Street Food,Teacher,Uttarakhand,Working
86,F,Kullu,Street Food,Driver,Himachal Pradesh,Senior Citizen
25,F,Alwar,North Indian,Government Job,Rajasthan,Working
48,M,Khajjar,Mughlai,Government Job,Himachal Pradesh,Working
10,F,Pittorgarh,North Indian,Teacher,Uttarakhand,Young
47,M,Gulmarg,Street Food,Self Employed,Jammu,Working
10,M,Manali,Chinese,CA,Himachal Pradesh,Young
9,F,Bhilwara,Punjabi,Business,Rajasthan,Young
15,F,Bhilwara,Italian,Teacher,Rajasthan,Young
64,M,Chandigarh,Street Food,Data Scientist,Union Territory,Senior Citizen
64,M,Patiala,Punjabi,MNC,Punjab,Senior Citizen
90,F,Rishikesh,Mughlai,Self Employed,Uttarakhand,Senior Citizen
51,F,Rajgir,Continental,Software Engineer,Bihar,Working
25,M,Gurgaon,Italian,Software Engineer,Haryana,Working
94,F,Ludhiana,Italian,CA,Punjab,Senior Citizen
86,F,Bathinda,Thai,Government Job,Punjab,Senior Citizen
32,M,Leh,Thai,Government Job,Jammu,Working
73,M,Shimla,North Indian,CA,Himachal Pradesh,Senior Citizen
53,F,Ludhiana,Lebanese,CA,Punjab,Working
53,F,Jaisalmer,North Indian,Business,Rajasthan,Working
34,F,Jodhpur,North Indian,Government Job,Rajasthan,Working
93,F,Darbhanga,Italian,Driver,Bihar,Senior Citizen
46,M,Patiala,North Indian,Business,Punjab,Working
68,F,Shimla,North Indian,MNC,Himachal Pradesh,Senior Citizen
83,F,Faridkot,Punjabi,Business,Punjab,Senior Citizen
95,F,Noida,Chinese,Data Scientist,Uttar Pradesh,Senior Citizen
7,M,Kargil,Lebanese,Software Engineer,Jammu,Young
4,F,Bikaner,Continental,Government Job,Rajasthan,Young
27,M,Delhi,North Indian,Bank,Union Territory,Working
31,F,Rohtak,Chinese,Business,Haryana,Working
75,M,Jalandhar,Thai,Service,Punjab,Senior Citizen
98,F,Nainital,Lebanese,Software Engineer,Uttarakhand,Senior Citizen
12,F,Shimla,Thai,Driver,Himachal Pradesh,Young
56,F,Jaipur,Street Food,Driver,Rajasthan,Working
64,F,Faridkot,Street Food,Service,Punjab,Senior Citizen
92,M,Agra,North Indian,Self Employed,Uttar Pradesh,Senior Citizen
25,F,Manali,Continental,Business,Himachal Pradesh,Working
17,M,Jodhpur,Lebanese,Teacher,Rajasthan,Young
3,M,Hisar,Punjabi,MNC,Haryana,Young
12,M,Jammu,Italian,CA,Jammu,Young
8,F,Baramulla,Continental,MNC,Jammu,Young
28,F,Ajmer,Mughlai,Business,Rajasthan,Working
85,M,Shimla,Mughlai,Teacher,Himachal Pradesh,Senior Citizen
53,M,Dharamshala,Chinese,Government Job,Himachal Pradesh,Working
30,M,Srinagar,North Indian,Government Job,Jammu,Working
75,M,Udaipur,Street Food,Driver,Rajasthan,Senior Citizen
68,M,Mussoorie,Continental,Self Employed,Uttarakhand,Senior Citizen
90,F,Alwar,Italian,Service,Rajasthan,Senior Citizen
19,M,Chandigarh,North Indian,Data Scientist,Union Territory,Young
28,F,Baramulla,North Indian,Self Employed,Jammu,Working
61,M,Jaisalmer,Continental,Government Job,Rajasthan,Senior Citizen
41,M,Meerut,Mughlai,Data Scientist,Uttar Pradesh,Working
45,M,Shimla,Lebanese,Data Scientist,Himachal Pradesh,Working
71,F,Hisar,Chinese,Self Employed,Haryana,Senior Citizen
52,M,Nainital,Chinese,Bank,Uttarakhand,Working
96,M,Rewari,North Indian,Data Scientist,Haryana,Senior Citizen
88,M,Pathankot,Chinese,Teacher,Punjab,Senior Citizen
50,F,Rajgir,Mughlai,Self Employed,Bihar,Working
64,M,Faridkot,North Indian,Data Scientist,Punjab,Senior Citizen
17,M,Manali,Chinese,Self Employed,Himachal Pradesh,Young
33,M,Lucknow,Lebanese,Government Job,Uttar Pradesh,Working
83,F,Dharamshala,Thai,Bank,Himachal Pradesh,Senior Citizen
35,M,Amritsar,Italian,Government Job,Punjab,Working
70,F,Ambala,Italian,CA,Haryana,Senior Citizen
39,M,Bathinda,Lebanese,Software Engineer,Punjab,Working
83,M,Amritsar,North Indian,Self Employed,Punjab,Senior Citizen
28,F,Baramulla,Chinese,MNC,Jammu,Working
25,M,Rajgir,Continental,Government Job,Bihar,Working
38,M,Dharamshala,Punjabi,MNC,Himachal Pradesh,Working
67,F,Rohtak,Italian,Teacher,Haryana,Senior Citizen
57,M,Alwar,Lebanese,Bank,Rajasthan,Working
53,M,Jaisalmer,Street Food,CA,Rajasthan,Working
61,F,Jaisalmer,Thai,Data Scientist,Rajasthan,Senior Citizen
80,M,Agra,Chinese,Bank,Uttar Pradesh,Senior Citizen
21,M,Chittorgarh,Street Food,CA,Rajasthan,Working
93,F,Darbhanga,Lebanese,Data Scientist,Bihar,Senior Citizen
99,M,Kathua,Chinese,Service,Jammu,Senior Citizen
84,M,Mussoorie,Street Food,Teacher,Uttarakhand,Senior Citizen
99,F,Hisar,Chinese,Government Job,Haryana,Senior Citizen
48,M,Gurgaon,Chinese,Self Employed,Haryana,Working
28,M,Jaipur,Thai,Service,Rajasthan,Working
59,F,Ludhiana,Lebanese,Business,Punjab,Working
12,M,Hisar,Italian,MNC,Haryana,Young
9,M,Khannauj,North Indian,Driver,Uttar Pradesh,Young
33,M,Kullu,Italian,Software Engineer,Himachal Pradesh,Working
20,F,Rohtak,Street Food,CA,Haryana,Young
96,M,Una,Mughlai,Self Employed,Himachal Pradesh,Senior Citizen
60,F,Patna,Lebanese,Self Employed,Bihar,Working
32,M,Patna,Mughlai,Bank,Bihar,Working
80,F,Amritsar,Continental,Service,Punjab,Senior Citizen
98,F,Patiala,Chinese,MNC,Punjab,Senior Citizen
26,F,Darbhanga,Thai,CA,Bihar,Working
61,F,Delhi,Mughlai,MNC,Union Territory,Senior Citizen
49,F,Lucknow,North Indian,Business,Uttar Pradesh,Working
43,F,Khajjar,Italian,Teacher,Himachal Pradesh,Working
54,F,Shimla,Continental,MNC,Himachal Pradesh,Working
21,M,Dharamshala,Punjabi,MNC,Himachal Pradesh,Working
82,M,Srinagar,Mughlai,Self Employed,Jammu,Senior Citizen
4,M,Darbhanga,Chinese,Driver,Bihar,Young
77,F,Pittorgarh,Mughlai,Teacher,Uttarakhand,Senior Citizen
65,M,Jaipur,Mughlai,Bank,Rajasthan,Senior Citizen
14,F,Leh,Punjabi,Business,Jammu,Young
2,F,Rewari,Lebanese,Teacher,Haryana,Young
99,M,Khannauj,Punjabi,Software Engineer,Uttar Pradesh,Senior Citizen
34,F,Kanpur,Lebanese,Software Engineer,Uttar Pradesh,Working
36,M,Kasauli,Punjabi,CA,Himachal Pradesh,Working
70,F,Bareily,Lebanese,Self Employed,Uttar Pradesh,Senior Citizen
90,M,Jaisalmer,Continental,Government Job,Rajasthan,Senior Citizen
72,F,Nainital,Punjabi,Bank,Uttarakhand,Senior Citizen
39,F,Hisar,North Indian,CA,Haryana,Working
45,M,Shimla,Italian,Software Engineer,Himachal Pradesh,Working
82,M,Khajjar,Continental,Government Job,Himachal Pradesh,Senior Citizen
39,M,Chittorgarh,Chinese,Service,Rajasthan,Working
71,F,Rorkee,Punjabi,Driver,Uttarakhand,Senior Citizen
60,F,Bhilwara,Lebanese,CA,Rajasthan,Working
17,F,Muzzafarpur,Continental,CA,Bihar,Young
27,F,Abohar,Lebanese,Driver,Punjab,Working
59,M,Kasauli,Thai,Business,Himachal Pradesh,Working
55,F,Patiala,North Indian,Teacher,Punjab,Working
89,M,Pittorgarh,Continental,Business,Uttarakhand,Senior Citizen
51,F,Alwar,Street Food,MNC,Rajasthan,Working
88,M,Chandigarh,Continental,Government Job,Union Territory,Senior Citizen
46,M,Khannauj,Thai,Business,Uttar Pradesh,Working
77,F,Jaisalmer,Lebanese,Software Engineer,Rajasthan,Senior Citizen
56,F,Nainital,Thai,Driver,Uttarakhand,Working
43,F,Manali,Lebanese,Bank,Himachal Pradesh,Working
95,M,Haridwar,Punjabi,Teacher,Uttarakhand,Senior Citizen
63,F,Bareily,Italian,Self Employed,Uttar Pradesh,Senior Citizen
70,F,Udaipur,Italian,Software Engineer,Rajasthan,Senior Citizen
13,M,Pathankot,Mughlai,Bank,Punjab,Young
24,M,Muzzafarpur,Chinese,MNC,Bihar,Working
46,M,Buxar,Street Food,Self Employed,Bihar,Working
47,M,Muzzafarpur,Street Food,MNC,Bihar,Working
68,M,Gurgaon,Continental,Government Job,Haryana,Senior Citizen
66,F,Kasauli,Street Food,Teacher,Himachal Pradesh,Senior Citizen
48,M,Baramulla,North Indian,Bank,Jammu,Working
62,M,Dharamshala,Thai,Bank,Himachal Pradesh,Senior Citizen
31,F,Chandigarh,Thai,Software Engineer,Union Territory,Working
39,F,Buxar,Chinese,Driver,Bihar,Working
72,M,Nainital,North Indian,Teacher,Uttarakhand,Senior Citizen
60,M,Jaipur,Thai,Bank,Rajasthan,Working
75,F,Faridabad,Thai,Software Engineer,Haryana,Senior Citizen
67,M,Faridkot,Lebanese,Business,Punjab,Senior Citizen
49,M,Bhilwara,Mughlai,Teacher,Rajasthan,Working
73,M,Dalhousie,Street Food,Bank,Himachal Pradesh,Senior Citizen
77,M,Jaisalmer,Chinese,Data Scientist,Rajasthan,Senior Citizen
40,F,Lucknow,Street Food,CA,Uttar Pradesh,Working
2,M,Chittorgarh,Mughlai,Software Engineer,Rajasthan,Young
12,M,Gulmarg,Thai,Service,Jammu,Young
5,M,Bodh Gaya,Continental,Bank,Bihar,Young
22,F,Rishikesh,Italian,Self Employed,Uttarakhand,Working
67,F,Rohtak,Street Food,CA,Haryana,Senior Citizen
47,F,Rajgir,Italian,Driver,Bihar,Working
83,F,Khannauj,Italian,Data Scientist,Uttar Pradesh,Senior Citizen
1,M,Pathankot,Continental,Data Scientist,Punjab,Young
7,F,Patna,Chinese,MNC,Bihar,Young
77,F,Muzzafarpur,Italian,MNC,Bihar,Senior Citizen
4,F,Kasauli,Chinese,Bank,Himachal Pradesh,Young
83,M,Faridkot,Street Food,MNC,Punjab,Senior Citizen
46,F,Kanpur,Mughlai,CA,Uttar Pradesh,Working
31,M,Haridwar,Street Food,CA,Uttarakhand,Working
47,F,Nainital,Thai,Data Scientist,Uttarakhand,Working
73,F,Bathinda,Continental,Self Employed,Punjab,Senior Citizen
10,F,Rajgir,Lebanese,Government Job,Bihar,Young
17,F,Noida,Mughlai,MNC,Uttar Pradesh,Young
60,M,Bodh Gaya,Chinese,Business,Bihar,Working
95,M,Srinagar,Lebanese,Government Job,Jammu,Senior Citizen
93,F,Kanpur,Punjabi,Teacher,Uttar Pradesh,Senior Citizen
79,M,Kanpur,Street Food,Data Scientist,Uttar Pradesh,Senior Citizen
46,F,Rewari,Italian,CA,Haryana,Working
80,M,Bathinda,Mughlai,Software Engineer,Punjab,Senior Citizen
39,F,Bareily,Mughlai,Driver,Uttar Pradesh,Working
98,M,Patiala,Punjabi,Service,Punjab,Senior Citizen
40,M,Rajauri,North Indian,Business,Jammu,Working
83,F,Pittorgarh,Continental,Driver,Uttarakhand,Senior Citizen
18,F,Ajmer,Street Food,Service,Rajasthan,Young
